DateTime,zone1,zone2,zone3
3/18/2023 11:00,71.80,17.47,35.61
3/18/2023 11:10,72.41,17.46,35.69
3/18/2023 11:20,71.97,18.56,35.23
3/18/2023 11:30,69.93,19.04,35.62
3/18/2023 11:40,65.59,19.18,37.54
3/18/2023 11:50,68.11,19.18,38.88
3/18/2023 12:00,68.77,18.86,40.00
3/18/2023 12:10,68.45,19.26,42.00
3/18/2023 12:20,69.28,20.23,41.70
3/18/2023 12:30,67.72,19.75,41.76
3/18/2023 12:40,75.56,20.08,40.90
3/18/2023 12:50,77.67,20.02,41.46
3/18/2023 13:00,78.19,19.95,41.12
3/18/2023 13:10,80.14,20.04,40.84
3/18/2023 13:20,81.51,19.78,41.82
3/18/2023 13:30,80.49,19.77,43.03
3/18/2023 13:40,78.48,19.39,42.48
3/18/2023 13:50,77.74,19.31,45.20
3/18/2023 14:00,77.66,19.09,48.10
3/18/2023 14:10,75.95,18.96,45.00
3/18/2023 14:20,75.42,18.45,41.84
3/18/2023 14:30,75.03,18.48,40.63
3/18/2023 14:40,74.01,17.99,42.08
3/18/2023 14:50,70.38,17.37,40.68
3/18/2023 15:00,70.50,17.05,39.23
3/18/2023 15:10,71.82,17.23,36.50
3/18/2023 15:20,70.50,17.00,36.28
3/18/2023 15:30,69.76,16.76,35.25
3/18/2023 15:40,67.98,16.28,37.71
3/18/2023 15:50,67.98,16.65,34.33
3/18/2023 16:00,69.78,16.13,34.66
3/18/2023 16:10,69.59,16.91,33.64
3/18/2023 16:20,69.54,16.92,32.71
3/18/2023 16:30,70.04,17.17,36.34
3/18/2023 16:40,72.81,17.17,36.17
3/18/2023 16:50,71.68,17.38,34.55
3/18/2023 17:00,64.02,17.20,35.79
3/18/2023 17:10,63.59,17.44,32.76
3/18/2023 17:20,64.97,17.81,34.10
3/18/2023 17:30,65.40,18.18,33.03
3/18/2023 17:40,67.04,17.92,34.20
3/18/2023 17:50,67.42,18.05,38.95
3/18/2023 18:00,74.55,18.11,36.67
3/18/2023 18:10,72.30,19.19,37.14
3/18/2023 18:20,73.08,19.70,36.71
3/18/2023 18:30,75.83,19.77,37.09
3/18/2023 18:40,77.28,20.27,37.72
3/18/2023 18:50,80.42,21.19,38.62
3/18/2023 19:00,84.87,23.50,43.65
3/18/2023 19:10,87.22,25.30,48.21
3/18/2023 19:20,90.00,26.18,49.83
3/18/2023 19:30,91.39,26.62,51.56
3/18/2023 19:40,93.01,27.01,51.55
3/18/2023 19:50,93.03,26.36,50.37
3/18/2023 20:00,91.12,25.88,50.92
3/18/2023 20:10,90.94,26.03,49.87
3/18/2023 20:20,91.31,26.25,51.15
3/18/2023 20:30,94.67,25.56,52.55
3/18/2023 20:40,94.93,25.94,50.61
3/18/2023 20:50,92.84,26.39,52.65
3/18/2023 21:00,89.98,26.40,50.18
3/18/2023 21:10,90.42,26.63,52.12
3/18/2023 21:20,91.35,26.15,51.81
3/18/2023 21:30,93.74,25.97,50.91
3/18/2023 21:40,94.02,25.66,51.23
3/18/2023 21:50,92.26,25.93,49.10
3/18/2023 22:00,91.38,25.70,51.59
3/18/2023 22:10,83.87,25.20,50.40
3/18/2023 22:20,82.68,24.38,47.20
3/18/2023 22:30,82.59,24.00,48.32
3/18/2023 22:40,82.60,23.85,47.40
3/18/2023 22:50,79.83,23.75,48.91
3/18/2023 23:00,78.38,22.54,47.64
3/18/2023 23:10,81.09,21.61,44.68
3/18/2023 23:20,86.58,21.20,44.82
3/18/2023 23:30,84.92,20.60,42.92
3/18/2023 23:40,85.17,20.03,43.84
3/18/2023 23:50,82.06,19.10,40.81
3/19/2023 0:00,79.57,18.36,38.23
3/19/2023 0:10,77.82,17.70,39.51
3/19/2023 0:20,77.83,17.00,38.49
3/19/2023 0:30,75.89,16.32,38.82
3/19/2023 0:40,74.65,16.32,38.96
3/19/2023 0:50,72.57,15.93,34.34
3/19/2023 1:00,73.07,15.00,34.20
3/19/2023 1:10,71.99,14.03,33.45
3/19/2023 1:20,72.81,14.00,33.32
3/19/2023 1:30,71.04,14.00,34.60
3/19/2023 1:40,68.31,14.00,31.76
3/19/2023 1:50,67.18,13.88,32.07
3/19/2023 2:00,66.27,13.32,32.54
3/19/2023 2:10,65.44,13.29,33.45
3/19/2023 2:20,65.92,13.00,32.97
3/19/2023 2:30,67.74,12.88,30.56
3/19/2023 2:40,67.60,12.80,31.41
3/19/2023 2:50,65.61,12.81,31.39
3/19/2023 3:00,65.00,12.50,32.51
3/19/2023 3:10,64.03,12.11,33.01
3/19/2023 3:20,63.35,12.23,31.12
3/19/2023 3:30,63.45,12.18,30.63
3/19/2023 3:40,49.42,11.93,29.01
3/19/2023 3:50,42.42,11.98,30.04
3/19/2023 4:00,43.92,12.00,31.24
3/19/2023 4:10,44.00,12.00,31.65
3/19/2023 4:20,41.04,12.00,29.80
3/19/2023 4:30,40.02,11.35,28.62
3/19/2023 4:40,43.57,11.20,31.12
3/19/2023 4:50,47.52,12.00,31.95
3/19/2023 5:00,48.12,11.89,29.44
3/19/2023 5:10,48.94,12.00,30.00
3/19/2023 5:20,48.11,12.00,27.27
3/19/2023 5:30,47.88,11.97,30.32
3/19/2023 5:40,48.88,12.05,29.16
3/19/2023 5:50,48.34,12.89,29.48
3/19/2023 6:00,49.09,12.42,29.53
3/19/2023 6:10,49.70,12.00,29.64
3/19/2023 6:20,46.98,11.98,30.36
3/19/2023 6:30,45.59,11.70,30.39
3/19/2023 6:40,48.37,11.00,29.85
3/19/2023 6:50,50.46,10.83,28.48
3/19/2023 7:00,58.40,10.22,25.36
3/19/2023 7:10,49.46,10.00,24.73
3/19/2023 7:20,47.56,10.02,23.95
3/19/2023 7:30,47.57,10.00,24.48
3/19/2023 7:40,48.37,10.22,22.50
3/19/2023 7:50,48.45,10.00,23.73
3/19/2023 8:00,49.91,10.02,27.08
3/19/2023 8:10,50.41,10.74,27.87
3/19/2023 8:20,49.42,10.84,26.32
3/19/2023 8:30,49.48,11.06,25.60
3/19/2023 8:40,54.29,11.43,28.67
3/19/2023 8:50,58.86,12.00,29.13
3/19/2023 9:00,60.53,11.94,29.28
3/19/2023 9:10,61.88,12.67,30.98
3/19/2023 9:20,63.67,12.61,29.33
3/19/2023 9:30,64.07,12.98,31.25
3/19/2023 9:40,66.02,12.98,31.40
3/19/2023 9:50,66.56,13.82,31.86
3/19/2023 10:00,66.04,13.88,34.47
3/19/2023 10:10,67.67,13.97,34.63
3/19/2023 10:20,68.93,14.61,35.98
3/19/2023 10:30,65.98,15.06,37.50
3/19/2023 10:40,68.28,15.21,39.01
3/19/2023 10:50,69.92,15.02,39.11
3/19/2023 11:00,58.54,15.55,34.21
3/19/2023 11:10,54.94,16.96,32.11
3/19/2023 11:20,63.09,17.50,35.83
3/19/2023 11:30,64.73,17.64,36.03
3/19/2023 11:40,66.52,17.82,37.13
3/19/2023 11:50,68.88,18.49,37.22
3/19/2023 12:00,70.01,19.25,38.98
3/19/2023 12:10,72.20,20.10,41.57
3/19/2023 12:20,72.42,19.88,41.40
3/19/2023 12:30,77.20,20.31,40.31
3/19/2023 12:40,70.99,20.20,39.72
3/19/2023 12:50,67.37,20.01,41.08
3/19/2023 13:00,67.89,20.44,41.93
3/19/2023 13:10,69.99,20.67,41.61
3/19/2023 13:20,71.45,20.82,40.43
3/19/2023 13:30,69.95,21.07,40.62
3/19/2023 13:40,72.17,20.74,40.76
3/19/2023 13:50,72.45,19.13,41.07
3/19/2023 14:00,72.47,19.07,41.05
3/19/2023 14:10,71.87,19.36,39.78
3/19/2023 14:20,71.17,18.79,39.88
3/19/2023 14:30,69.18,18.92,38.71
3/19/2023 14:40,67.72,17.84,39.22
3/19/2023 14:50,67.64,17.54,38.64
3/19/2023 15:00,68.38,17.97,37.40
3/19/2023 15:10,69.33,17.78,36.19
3/19/2023 15:20,72.47,17.67,35.38
3/19/2023 15:30,80.55,17.37,35.19
3/19/2023 15:40,81.55,16.91,35.98
3/19/2023 15:50,80.73,16.82,35.43
3/19/2023 16:00,79.46,17.50,35.16
3/19/2023 16:10,79.75,17.04,34.97
3/19/2023 16:20,79.73,17.15,33.39
3/19/2023 16:30,80.45,18.21,34.34
3/19/2023 16:40,82.94,18.11,36.35
3/19/2023 16:50,86.20,17.85,35.83
3/19/2023 17:00,84.27,17.87,35.34
3/19/2023 17:10,86.14,17.63,35.23
3/19/2023 17:20,87.96,17.83,35.22
3/19/2023 17:30,87.11,17.84,35.01
3/19/2023 17:40,84.22,17.48,35.66
3/19/2023 17:50,84.52,17.30,34.88
3/19/2023 18:00,81.29,17.87,35.47
3/19/2023 18:10,80.82,18.15,37.76
3/19/2023 18:20,85.34,18.68,39.81
3/19/2023 18:30,93.86,19.47,39.94
3/19/2023 18:40,96.44,20.07,37.97
3/19/2023 18:50,98.99,20.75,39.22
3/19/2023 19:00,103.92,22.82,43.72
3/19/2023 19:10,105.88,24.42,46.46
3/19/2023 19:20,106.44,25.83,50.36
3/19/2023 19:30,108.73,26.10,51.93
3/19/2023 19:40,110.70,25.97,52.41
3/19/2023 19:50,111.88,26.32,55.48
3/19/2023 20:00,112.01,26.44,55.15
3/19/2023 20:10,109.79,26.92,54.08
3/19/2023 20:20,111.94,26.82,53.23
3/19/2023 20:30,114.63,27.00,53.02
3/19/2023 20:40,114.95,26.78,53.29
3/19/2023 20:50,114.36,26.92,52.17
3/19/2023 21:00,112.81,26.97,52.43
3/19/2023 21:10,114.84,27.00,52.31
3/19/2023 21:20,116.75,27.13,54.81
3/19/2023 21:30,118.47,27.12,54.75
3/19/2023 21:40,119.41,27.23,52.82
3/19/2023 21:50,117.29,26.75,50.57
3/19/2023 22:00,116.13,26.45,50.78
3/19/2023 22:10,116.74,26.41,50.58
3/19/2023 22:20,115.93,26.60,52.94
3/19/2023 22:30,115.90,25.95,49.79
3/19/2023 22:40,115.02,24.73,49.39
3/19/2023 22:50,113.14,24.58,49.86
3/19/2023 23:00,109.12,23.52,50.36
3/19/2023 23:10,106.62,22.86,51.54
3/19/2023 23:20,107.87,22.24,46.89
3/19/2023 23:30,105.33,22.37,45.02
3/19/2023 23:40,103.63,21.10,43.15
3/19/2023 23:50,99.70,20.09,41.56
3/20/2023 0:00,97.47,18.94,43.12
3/20/2023 0:10,97.82,17.97,42.37
3/20/2023 0:20,98.06,17.37,39.64
3/20/2023 0:30,97.18,17.02,40.43
3/20/2023 0:40,94.57,16.48,40.93
3/20/2023 0:50,93.88,15.67,38.10
3/20/2023 1:00,91.97,15.34,34.17
3/20/2023 1:10,91.64,14.99,34.95
3/20/2023 1:20,90.17,15.00,32.33
3/20/2023 1:30,88.74,14.07,34.18
3/20/2023 1:40,87.30,13.90,31.93
3/20/2023 1:50,87.12,13.70,31.94
3/20/2023 2:00,87.02,13.30,33.22
3/20/2023 2:10,87.12,12.98,34.02
3/20/2023 2:20,89.28,12.67,33.23
3/20/2023 2:30,88.09,12.86,31.76
3/20/2023 2:40,85.14,12.81,32.51
3/20/2023 2:50,84.49,12.23,31.35
3/20/2023 3:00,84.12,12.29,33.67
3/20/2023 3:10,84.40,12.00,31.88
3/20/2023 3:20,84.05,11.87,33.28
3/20/2023 3:30,84.86,11.96,32.58
3/20/2023 3:40,86.65,12.00,30.26
3/20/2023 3:50,86.44,12.00,32.42
3/20/2023 4:00,85.68,12.00,29.02
3/20/2023 4:10,85.14,11.72,29.57
3/20/2023 4:20,83.79,11.60,28.31
3/20/2023 4:30,83.23,12.02,28.27
3/20/2023 4:40,83.43,12.00,32.20
3/20/2023 4:50,83.64,11.88,30.99
3/20/2023 5:00,84.28,12.22,32.59
3/20/2023 5:10,84.95,12.20,33.12
3/20/2023 5:20,86.59,12.40,30.82
3/20/2023 5:30,85.44,12.10,29.77
3/20/2023 5:40,86.19,13.12,30.35
3/20/2023 5:50,86.46,13.08,32.13
3/20/2023 6:00,84.15,12.88,34.02
3/20/2023 6:10,83.00,13.00,34.10
3/20/2023 6:20,78.04,12.92,31.08
3/20/2023 6:30,73.63,12.13,30.58
3/20/2023 6:40,72.85,11.45,32.81
3/20/2023 6:50,71.93,11.90,32.87
3/20/2023 7:00,73.58,11.95,30.02
3/20/2023 7:10,75.68,11.95,30.90
3/20/2023 7:20,75.56,12.00,29.06
3/20/2023 7:30,72.28,12.05,28.38
3/20/2023 7:40,71.86,12.12,28.06
3/20/2023 7:50,72.19,12.61,27.18
3/20/2023 8:00,71.46,12.83,29.28
3/20/2023 8:10,72.35,12.93,31.24
3/20/2023 8:20,72.93,13.18,31.72
3/20/2023 8:30,75.10,14.09,30.78
3/20/2023 8:40,77.17,13.65,32.46
3/20/2023 8:50,79.52,13.88,32.99
3/20/2023 9:00,78.38,14.28,32.43
3/20/2023 9:10,77.15,14.46,32.93
3/20/2023 9:20,80.67,14.47,33.31
3/20/2023 9:30,83.39,15.51,33.78
3/20/2023 9:40,84.05,15.65,33.38
3/20/2023 9:50,85.67,15.61,29.60
3/20/2023 10:00,88.60,15.41,31.37
3/20/2023 10:10,88.88,15.30,31.11
3/20/2023 10:20,87.66,16.19,32.80
3/20/2023 10:30,88.02,16.92,34.01
3/20/2023 10:40,87.06,16.94,34.72
3/20/2023 10:50,88.60,17.15,38.85
3/20/2023 11:00,90.20,17.07,40.14
3/20/2023 11:10,92.15,18.08,40.02
3/20/2023 11:20,91.10,18.49,40.33
3/20/2023 11:30,91.37,19.44,40.76
3/20/2023 11:40,91.86,19.17,42.25
3/20/2023 11:50,95.85,19.56,42.07
3/20/2023 12:00,96.18,19.66,40.91
3/20/2023 12:10,97.93,19.17,40.72
3/20/2023 12:20,95.43,18.95,40.03
3/20/2023 12:30,95.53,19.34,41.93
3/20/2023 12:40,97.85,19.68,42.25
3/20/2023 12:50,98.33,19.20,41.61
3/20/2023 13:00,98.13,19.62,39.88
3/20/2023 13:10,97.51,19.78,39.31
3/20/2023 13:20,96.77,20.13,40.36
3/20/2023 13:30,94.30,20.18,42.08
3/20/2023 13:40,93.90,19.87,41.44
3/20/2023 13:50,95.24,19.03,39.66
3/20/2023 14:00,93.60,18.18,38.82
3/20/2023 14:10,89.83,18.15,38.02
3/20/2023 14:20,88.61,17.31,37.02
3/20/2023 14:30,87.04,17.25,35.34
3/20/2023 14:40,86.31,17.43,35.26
3/20/2023 14:50,85.97,17.27,35.55
3/20/2023 15:00,84.59,17.08,35.01
3/20/2023 15:10,85.55,16.43,34.36
3/20/2023 15:20,85.78,16.75,35.16
3/20/2023 15:30,84.98,16.53,35.87
3/20/2023 15:40,84.41,16.22,37.08
3/20/2023 15:50,84.25,16.03,35.13
3/20/2023 16:00,83.67,16.05,35.66
3/20/2023 16:10,81.45,16.06,34.57
3/20/2023 16:20,82.95,16.22,34.23
3/20/2023 16:30,84.69,16.15,34.47
3/20/2023 16:40,85.77,16.88,35.45
3/20/2023 16:50,86.12,17.12,35.79
3/20/2023 17:00,85.81,16.88,35.46
3/20/2023 17:10,80.24,16.73,35.31
3/20/2023 17:20,77.63,17.07,34.93
3/20/2023 17:30,76.98,17.02,34.76
3/20/2023 17:40,77.67,16.87,36.05
3/20/2023 17:50,78.87,17.52,36.19
3/20/2023 18:00,79.50,17.58,35.62
3/20/2023 18:10,81.33,18.05,36.24
3/20/2023 18:20,83.18,18.62,40.05
3/20/2023 18:30,84.43,19.39,39.90
3/20/2023 18:40,81.51,19.85,38.60
3/20/2023 18:50,83.20,20.53,40.31
3/20/2023 19:00,89.96,22.55,43.19
3/20/2023 19:10,94.53,23.93,49.60
3/20/2023 19:20,94.78,24.37,48.18
3/20/2023 19:30,93.72,25.28,50.80
3/20/2023 19:40,96.02,25.92,51.96
3/20/2023 19:50,98.57,25.90,50.90
3/20/2023 20:00,99.26,25.27,53.52
3/20/2023 20:10,99.07,25.27,54.24
3/20/2023 20:20,96.06,25.08,55.72
3/20/2023 20:30,96.39,25.20,55.05
3/20/2023 20:40,96.77,24.90,51.93
3/20/2023 20:50,97.91,25.00,51.61
3/20/2023 21:00,98.33,25.35,54.80
3/20/2023 21:10,97.70,25.92,51.02
3/20/2023 21:20,97.65,25.97,53.35
3/20/2023 21:30,98.43,25.22,53.64
3/20/2023 21:40,99.52,25.52,50.94
3/20/2023 21:50,99.56,24.54,50.54
3/20/2023 22:00,98.22,23.37,47.53
3/20/2023 22:10,94.70,23.63,48.23
3/20/2023 22:20,94.56,23.84,48.30
3/20/2023 22:30,96.08,23.25,46.98
3/20/2023 22:40,98.88,22.85,49.42
3/20/2023 22:50,98.11,22.95,48.82
3/20/2023 23:00,97.28,23.07,50.22
3/20/2023 23:10,95.67,21.59,49.55
3/20/2023 23:20,94.27,21.03,45.77
3/20/2023 23:30,92.87,20.59,45.25
3/20/2023 23:40,92.10,19.60,42.92
3/20/2023 23:50,89.41,19.03,43.25
3/21/2023 0:00,86.55,18.17,43.70
3/21/2023 0:10,88.43,17.27,42.02
3/21/2023 0:20,89.29,16.95,39.64
3/21/2023 0:30,91.13,16.66,39.18
3/21/2023 0:40,89.26,15.47,39.27
3/21/2023 0:50,86.09,14.71,38.07
3/21/2023 1:00,83.85,14.00,35.81
3/21/2023 1:10,81.06,13.97,32.84
3/21/2023 1:20,81.04,14.00,32.08
3/21/2023 1:30,83.03,13.98,34.00
3/21/2023 1:40,82.75,13.29,34.50
3/21/2023 1:50,78.91,13.64,33.90
3/21/2023 2:00,76.40,13.72,33.05
3/21/2023 2:10,75.72,13.04,34.06
3/21/2023 2:20,73.88,13.00,33.96
3/21/2023 2:30,74.77,12.79,32.36
3/21/2023 2:40,76.64,12.76,30.13
3/21/2023 2:50,75.11,12.61,30.55
3/21/2023 3:00,73.68,12.03,32.14
3/21/2023 3:10,73.86,12.02,33.24
3/21/2023 3:20,74.61,12.00,30.86
3/21/2023 3:30,75.34,12.00,33.93
3/21/2023 3:40,75.08,11.97,30.42
3/21/2023 3:50,74.50,12.00,28.92
3/21/2023 4:00,74.64,12.00,30.13
3/21/2023 4:10,75.42,12.00,30.04
3/21/2023 4:20,74.47,12.00,29.28
3/21/2023 4:30,73.59,12.13,28.79
3/21/2023 4:40,73.17,12.05,30.44
3/21/2023 4:50,73.64,12.00,28.30
3/21/2023 5:00,75.26,12.00,32.03
3/21/2023 5:10,76.28,12.42,32.15
3/21/2023 5:20,75.41,11.86,31.89
3/21/2023 5:30,73.85,12.00,31.08
3/21/2023 5:40,75.88,12.47,31.07
3/21/2023 5:50,76.90,12.86,33.96
3/21/2023 6:00,76.99,12.40,31.03
3/21/2023 6:10,73.01,12.70,30.69
3/21/2023 6:20,71.53,11.90,29.73
3/21/2023 6:30,70.94,12.00,27.24
3/21/2023 6:40,71.55,11.58,29.77
3/21/2023 6:50,70.41,11.02,28.97
3/21/2023 7:00,70.03,11.10,29.63
3/21/2023 7:10,68.14,11.22,28.82
3/21/2023 7:20,68.57,11.90,27.22
3/21/2023 7:30,68.63,11.98,28.12
3/21/2023 7:40,69.04,12.10,26.57
3/21/2023 7:50,68.91,12.10,27.41
3/21/2023 8:00,64.67,12.10,28.15
3/21/2023 8:10,65.00,12.41,30.30
3/21/2023 8:20,65.20,12.75,30.25
3/21/2023 8:30,65.76,13.69,29.74
3/21/2023 8:40,65.44,13.95,28.63
3/21/2023 8:50,65.10,13.85,29.10
3/21/2023 9:00,66.40,13.65,32.26
3/21/2023 9:10,67.13,14.07,33.37
3/21/2023 9:20,70.67,14.08,34.48
3/21/2023 9:30,72.00,14.15,35.53
3/21/2023 9:40,70.04,14.42,33.49
3/21/2023 9:50,71.27,15.00,32.60
3/21/2023 10:00,71.63,15.07,33.97
3/21/2023 10:10,73.74,15.53,33.82
3/21/2023 10:20,74.35,16.00,34.17
3/21/2023 10:30,77.29,16.27,37.38
3/21/2023 10:40,79.31,17.57,38.23
3/21/2023 10:50,78.32,17.45,38.20
3/21/2023 11:00,78.34,17.45,37.41
3/21/2023 11:10,83.26,18.20,39.32
3/21/2023 11:20,79.28,18.52,36.68
3/21/2023 11:30,74.04,18.92,37.48
3/21/2023 11:40,75.12,19.13,40.44
3/21/2023 11:50,71.94,19.30,39.88
3/21/2023 12:00,71.48,19.38,42.55
3/21/2023 12:10,73.61,19.97,39.59
3/21/2023 12:20,76.10,20.25,39.08
3/21/2023 12:30,76.45,20.17,40.46
3/21/2023 12:40,75.03,20.87,40.61
3/21/2023 12:50,73.12,21.04,39.98
3/21/2023 13:00,74.30,20.40,40.71
3/21/2023 13:10,73.57,19.42,38.84
3/21/2023 13:20,75.80,19.91,39.24
3/21/2023 13:30,76.97,19.22,39.92
3/21/2023 13:40,78.57,19.00,39.64
3/21/2023 13:50,86.29,18.87,40.65
3/21/2023 14:00,84.06,18.29,37.67
3/21/2023 14:10,82.53,17.62,36.04
3/21/2023 14:20,84.00,17.21,39.05
3/21/2023 14:30,84.91,17.05,39.34
3/21/2023 14:40,85.31,16.97,34.51
3/21/2023 14:50,84.09,17.12,35.70
3/21/2023 15:00,81.66,16.44,35.38
3/21/2023 15:10,80.73,16.07,35.43
3/21/2023 15:20,80.95,16.33,35.78
3/21/2023 15:30,80.81,16.80,42.10
3/21/2023 15:40,78.86,16.48,37.76
3/21/2023 15:50,77.32,17.10,35.95
3/21/2023 16:00,79.78,16.98,35.56
3/21/2023 16:10,88.23,16.58,35.65
3/21/2023 16:20,86.82,16.37,36.14
3/21/2023 16:30,88.24,17.20,34.49
3/21/2023 16:40,87.09,17.66,35.55
3/21/2023 16:50,85.47,17.47,34.64
3/21/2023 17:00,82.13,16.97,35.94
3/21/2023 17:10,81.19,17.71,38.18
3/21/2023 17:20,78.39,17.22,35.43
3/21/2023 17:30,80.88,17.60,36.99
3/21/2023 17:40,82.36,18.32,36.49
3/21/2023 17:50,84.09,18.86,39.98
3/21/2023 18:00,83.66,19.08,38.30
3/21/2023 18:10,81.26,20.07,37.27
3/21/2023 18:20,80.48,19.68,37.13
3/21/2023 18:30,81.51,20.48,37.35
3/21/2023 18:40,85.85,21.85,39.29
3/21/2023 18:50,87.89,22.16,44.03
3/21/2023 19:00,90.70,23.80,46.89
3/21/2023 19:10,93.07,24.91,47.44
3/21/2023 19:20,95.86,26.20,48.50
3/21/2023 19:30,96.81,26.35,49.52
3/21/2023 19:40,100.59,26.46,50.10
3/21/2023 19:50,97.45,26.03,52.65
3/21/2023 20:00,98.41,25.80,49.63
3/21/2023 20:10,96.56,25.16,50.28
3/21/2023 20:20,96.84,25.62,51.03
3/21/2023 20:30,99.60,26.24,51.43
3/21/2023 20:40,102.12,25.81,50.95
3/21/2023 20:50,103.06,25.70,52.76
3/21/2023 21:00,102.90,26.09,53.82
3/21/2023 21:10,102.41,25.68,53.41
3/21/2023 21:20,101.82,26.23,52.73
3/21/2023 21:30,100.19,26.03,54.21
3/21/2023 21:40,101.31,25.93,51.81
3/21/2023 21:50,101.30,25.53,48.75
3/21/2023 22:00,103.16,24.87,48.35
3/21/2023 22:10,100.78,24.65,50.67
3/21/2023 22:20,98.10,24.89,50.33
3/21/2023 22:30,98.33,24.08,48.98
3/21/2023 22:40,99.37,23.84,46.59
3/21/2023 22:50,97.15,22.86,46.73
3/21/2023 23:00,94.60,22.69,49.54
3/21/2023 23:10,91.77,21.77,49.02
3/21/2023 23:20,90.48,20.85,48.56
3/21/2023 23:30,91.59,20.21,46.36
3/21/2023 23:40,91.41,19.56,42.87
3/21/2023 23:50,89.96,18.82,42.87
3/22/2023 0:00,85.43,18.32,42.03
3/22/2023 0:10,82.94,17.44,40.94
3/22/2023 0:20,80.71,16.40,41.00
3/22/2023 0:30,80.75,16.48,37.05
3/22/2023 0:40,81.69,15.68,35.07
3/22/2023 0:50,81.35,14.72,33.67
3/22/2023 1:00,78.46,14.75,35.60
3/22/2023 1:10,77.13,14.59,35.59
3/22/2023 1:20,76.64,14.22,34.53
3/22/2023 1:30,75.96,14.00,34.38
3/22/2023 1:40,77.14,13.39,32.55
3/22/2023 1:50,77.00,13.43,33.87
3/22/2023 2:00,74.56,13.36,34.13
3/22/2023 2:10,73.96,13.10,33.08
3/22/2023 2:20,74.05,13.00,35.96
3/22/2023 2:30,74.14,13.00,33.43
3/22/2023 2:40,73.87,12.34,30.81
3/22/2023 2:50,72.55,12.10,30.94
3/22/2023 3:00,73.35,12.00,32.60
3/22/2023 3:10,72.88,12.07,34.42
3/22/2023 3:20,70.84,12.00,31.34
3/22/2023 3:30,71.82,11.95,32.83
3/22/2023 3:40,71.65,11.98,30.76
3/22/2023 3:50,71.23,11.80,29.56
3/22/2023 4:00,71.38,12.00,31.93
3/22/2023 4:10,71.80,11.60,31.06
3/22/2023 4:20,70.65,12.00,29.78
3/22/2023 4:30,71.44,11.40,32.20
3/22/2023 4:40,73.71,11.68,30.60
3/22/2023 4:50,72.86,12.00,31.07
3/22/2023 5:00,73.29,12.04,29.63
3/22/2023 5:10,72.44,12.51,31.46
3/22/2023 5:20,71.89,12.18,31.98
3/22/2023 5:30,71.58,12.13,32.41
3/22/2023 5:40,73.36,13.00,34.59
3/22/2023 5:50,72.36,12.71,32.05
3/22/2023 6:00,70.03,12.90,33.01
3/22/2023 6:10,69.38,12.65,30.55
3/22/2023 6:20,70.14,11.85,29.51
3/22/2023 6:30,68.98,11.20,30.79
3/22/2023 6:40,69.83,11.28,27.21
3/22/2023 6:50,68.00,10.68,27.24
3/22/2023 7:00,65.63,10.97,25.89
3/22/2023 7:10,66.97,11.32,27.87
3/22/2023 7:20,61.34,12.00,30.78
3/22/2023 7:30,52.53,11.92,26.07
3/22/2023 7:40,53.73,11.33,26.96
3/22/2023 7:50,53.65,11.15,27.32
3/22/2023 8:00,53.06,12.21,27.28
3/22/2023 8:10,50.42,12.21,28.33
3/22/2023 8:20,49.71,12.10,30.76
3/22/2023 8:30,51.66,12.03,30.93
3/22/2023 8:40,52.43,12.03,28.89
3/22/2023 8:50,51.16,12.57,28.61
3/22/2023 9:00,53.32,13.07,31.93
3/22/2023 9:10,54.56,13.74,31.74
3/22/2023 9:20,55.16,14.00,32.91
3/22/2023 9:30,48.80,14.42,33.43
3/22/2023 9:40,46.24,15.12,32.44
3/22/2023 9:50,55.16,14.98,31.71
3/22/2023 10:00,57.89,14.87,36.38
3/22/2023 10:10,66.98,15.12,42.79
3/22/2023 10:20,72.49,15.68,41.01
3/22/2023 10:30,75.51,16.15,40.90
3/22/2023 10:40,74.07,17.38,42.21
3/22/2023 10:50,75.08,17.72,44.00
3/22/2023 11:00,75.87,17.67,44.65
3/22/2023 11:10,76.66,17.77,42.93
3/22/2023 11:20,76.51,17.58,43.14
3/22/2023 11:30,77.76,18.08,44.41
3/22/2023 11:40,80.36,18.84,44.23
3/22/2023 11:50,83.22,18.64,50.15
3/22/2023 12:00,85.22,18.58,54.57
3/22/2023 12:10,85.21,19.11,55.30
3/22/2023 12:20,83.49,19.98,54.77
3/22/2023 12:30,81.85,19.52,54.87
3/22/2023 12:40,81.93,20.67,52.25
3/22/2023 12:50,79.73,20.73,49.80
3/22/2023 13:00,82.75,20.80,49.54
3/22/2023 13:10,83.06,20.49,54.50
3/22/2023 13:20,82.71,21.02,55.93
3/22/2023 13:30,81.88,20.95,56.90
3/22/2023 13:40,80.71,21.10,54.93
3/22/2023 13:50,79.33,20.01,52.98
3/22/2023 14:00,78.27,19.69,51.65
3/22/2023 14:10,75.66,19.87,51.68
3/22/2023 14:20,76.74,19.57,53.02
3/22/2023 14:30,77.44,19.35,54.25
3/22/2023 14:40,75.98,18.90,53.66
3/22/2023 14:50,75.30,18.57,53.13
3/22/2023 15:00,74.66,18.75,51.40
3/22/2023 15:10,73.24,18.09,48.53
3/22/2023 15:20,72.25,17.92,49.40
3/22/2023 15:30,72.38,17.71,48.18
3/22/2023 15:40,72.75,17.67,50.85
3/22/2023 15:50,63.62,17.52,50.74
3/22/2023 16:00,71.22,16.80,48.74
